Row,Column,Text,Entity,Label
52,CUSTOMER_VERBATIM,"C/S THE STEERING WHEEL IS PEELING IN SOME AREAS. CUSTOMER REQUEST ASSI STANCE TO REPLACED STEERING WHEEL. APPROVED, SOP HERE",PEELING,FAILURE  CONDITION 1
52,CUSTOMER_VERBATIM,"C/S THE STEERING WHEEL IS PEELING IN SOME AREAS. CUSTOMER REQUEST ASSI STANCE TO REPLACED STEERING WHEEL. APPROVED, SOP HERE",REPLACED,FIXED CONDITION 1
52,CUSTOMER_VERBATIM,"C/S THE STEERING WHEEL IS PEELING IN SOME AREAS. CUSTOMER REQUEST ASSI STANCE TO REPLACED STEERING WHEEL. APPROVED, SOP HERE",STEERING WHEEL,FIXED COMPONENT 1
53,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,REPLACED,FIXED CONDITION 1
53,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,STEERING WHEEL,FIXED COMPONENT 1
53,CUSTOMER_VERBATIM,"CUST STATES THE STITCHING ON STEERING WHEEL IS LOOSE, PLEASE CHECK AND ADVISE.",STEERING WHEEL,FAILURE COMPONENT 1
53,CUSTOMER_VERBATIM,"CUST STATES THE STITCHING ON STEERING WHEEL IS LOOSE, PLEASE CHECK AND ADVISE.",LOOSE,FAILURE  CONDITION 1
54,CORRECTION_VERBATIM,REPLACEDD COVER,REPLACED,FIXED CONDITION 1
54,CUSTOMER_VERBATIM,CUSTOMER STATE BEZEL ON STEERING WHEEL IS COMING APART. PART ORDERED A ND IN STOCK FOR INSTALL,STEERING WHEEL,FAILURE COMPONENT 1
54,CUSTOMER_VERBATIM,CUSTOMER STATE BEZEL ON STEERING WHEEL IS COMING APART. PART ORDERED A ND IN STOCK FOR INSTALL,COMING APART,FAILURE  CONDITION 1
55,CORRECTION_VERBATIM,"REPLACEDD STEERING WHEEL AND RETESTED OPERATION, VERIFIED ALL STEERING WHEEL SWITCHES OPERATING AS INTENDED. 19547-19550 MT",REPLACED,FIXED CONDITION 1
55,CORRECTION_VERBATIM,"REPLACEDD STEERING WHEEL AND RETESTED OPERATION, VERIFIED ALL STEERING WHEEL SWITCHES OPERATING AS INTENDED. 19547-19550 MT",STEERING WHEEL,FIXED COMPONENT 1
55,CUSTOMER_VERBATIM,"CUSTOMER STATES THAT THE CRUISE CONTROL IS NOT WORKING, CUSTOMER STATES THAT THEY WILL ENABLE THE CRUISE CONTROL USING THE BUTTONBUT THE VEHICLE WILL NOT HOLD THE SPEED. PLEASE ADVISE OK PART WARRANTY REFER TO PREVIOUS REPAIRED ORDER 27724 1.16.24 @ 19373 MILES.OK REPLACEDMENT OF COMPLETE STEERING WHEEL VS. SWITCH ONLY REPLACEDMENT TO ENSURE INTEGRITY OF REPAIRED MIKE A. 1.26.24 @ 11:04 AM PRASUBMITTED AND APPORVED FOR REPLACEDMENT OF STEERING WHEEL PRA # 496887800000 MIKE A. 1.26.24 @ 11:48 AM OK R AUTHORIZATION FORREPEAT REPAIRED, PART CONCERN NO TECH ERROR MIKE A.",WORKING,FAILURE  CONDITION 1
55,CUSTOMER_VERBATIM,"CUSTOMER STATES THAT THE CRUISE CONTROL IS NOT WORKING, CUSTOMER STATES THAT THEY WILL ENABLE THE CRUISE CONTROL USING THE BUTTONBUT THE VEHICLE WILL NOT HOLD THE SPEED. PLEASE ADVISE OK PART WARRANTY REFER TO PREVIOUS REPAIRED ORDER 27724 1.16.24 @ 19373 MILES.OK REPLACEDMENT OF COMPLETE STEERING WHEEL VS. SWITCH ONLY REPLACEDMENT TO ENSURE INTEGRITY OF REPAIRED MIKE A. 1.26.24 @ 11:04 AM PRASUBMITTED AND APPORVED FOR REPLACEDMENT OF STEERING WHEEL PRA # 496887800000 MIKE A. 1.26.24 @ 11:48 AM OK R AUTHORIZATION FORREPEAT REPAIRED, PART CONCERN NO TECH ERROR MIKE A.",VEHICLE,FIXED COMPONENT 3
55,CUSTOMER_VERBATIM,"CUSTOMER STATES THAT THE CRUISE CONTROL IS NOT WORKING, CUSTOMER STATES THAT THEY WILL ENABLE THE CRUISE CONTROL USING THE BUTTONBUT THE VEHICLE WILL NOT HOLD THE SPEED. PLEASE ADVISE OK PART WARRANTY REFER TO PREVIOUS REPAIRED ORDER 27724 1.16.24 @ 19373 MILES.OK REPLACEDMENT OF COMPLETE STEERING WHEEL VS. SWITCH ONLY REPLACEDMENT TO ENSURE INTEGRITY OF REPAIRED MIKE A. 1.26.24 @ 11:04 AM PRASUBMITTED AND APPORVED FOR REPLACEDMENT OF STEERING WHEEL PRA # 496887800000 MIKE A. 1.26.24 @ 11:48 AM OK R AUTHORIZATION FORREPEAT REPAIRED, PART CONCERN NO TECH ERROR MIKE A.",REPAIRED,FIXED CONDITION 2
62,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL FOR COVER BEING LOOSE INSIDE.,REPLACED,FIXED CONDITION 1
62,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL FOR COVER BEING LOOSE INSIDE.,STEERING WHEEL,FIXED COMPONENT 1
62,CUSTOMER_VERBATIM,C/S STEERING WHEEL COVER LOOSE AND MOVING.,WHEEL COVER,FAILURE COMPONENT 1
63,CUSTOMER_VERBATIM,REAR WIPER NOT WORKING CUST THAWED OUT VEH AND JIGGLED THE CONTROL ARM A COUPLE TIMES THEN IT WORKED AFTER TRYING SEVERAL TIMESCUSTTHINKS SIGNAL IS NOT GETTING FROMN FRONT TO BACK WIRING CUST HAS A VIDEO OF THE PROCESS HE PERFORMED DIAGNOSE REPORT,PROCESS,FIXED COMPONENT 3
64,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL ASSEMBLY UNDER WARRANTY DUE TO MANFACTURER DEFECT. COMPLETE.,REPLACED,FIXED CONDITION 1
64,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL ASSEMBLY UNDER WARRANTY DUE TO MANFACTURER DEFECT. COMPLETE.,STEERING WHEEL,FIXED COMPONENT 1
64,CUSTOMER_VERBATIM,"CUST STATES THE STEERING WHEEL STITCHING IS COMING APART, PLEASE CHECK AND ADVISE.",STITCHING,FAILURE  CONDITION 1
64,CUSTOMER_VERBATIM,"CUST STATES THE STEERING WHEEL STITCHING IS COMING APART, PLEASE CHECK AND ADVISE.",COMING APART,FAILURE  CONDITION 1
65,CORRECTION_VERBATIM,VERIFIED CONCERN REPLACEDD STEERING WHEEL SPOKE COVER,REPLACED,FIXED CONDITION 1
65,CORRECTION_VERBATIM,VERIFIED CONCERN REPLACEDD STEERING WHEEL SPOKE COVER,STEERING WHEEL,FIXED COMPONENT 1
65,CUSTOMER_VERBATIM,GUEST STATES STEERING WHEEL INSERTS RIGHT AND LEFT ARE PEELING (SOP HE RE),STEERING WHEEL,FAILURE COMPONENT 1
66,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL HORN SWITCH WIRING HARNESS AND CLOCK SPRING AND STEERING WHEEL AIRBAG COIL VERIFIED THATSTEERINGWHEELVOLUMEAND RADIO CONTROLS WERE WORKING AND THEY ARE NOW WORKING AS DESIGNED CUSTOMERS CONCERN WAS ADDRESSED LABOR CODE0020ST,REPLACED,FIXED CONDITION 1
66,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL HORN SWITCH WIRING HARNESS AND CLOCK SPRING AND STEERING WHEEL AIRBAG COIL VERIFIED THATSTEERINGWHEELVOLUMEAND RADIO CONTROLS WERE WORKING AND THEY ARE NOW WORKING AS DESIGNED CUSTOMERS CONCERN WAS ADDRESSED LABOR CODE0020ST,STEERING WHEEL,FIXED COMPONENT 1
66,CUSTOMER_VERBATIM,ELECTRICAL SYSTEM C S CUSTOMER STATES CRUZE CON TROL DOES NOT WORK PROPERLY YOU CAN T SEE HOW MUC H SPEED YOU AREADDINGORDECREASINGAS WELL VEH ICLE DOES NOT ADJUST SPEED WHILE HAVING A VEHICLE IN FRONT,NOT WORK,FAILURE  CONDITION 1
67,CORRECTION_VERBATIM,REPLACEDD LOOSE APPLIQUE,REPLACED,FIXED CONDITION 2
67,CUSTOMER_VERBATIM,8 INFO: INFORMATION CUSTOMER STATES VEHICLE STEERING WHEEL IS MAKING A CLICKING NOISE AND RATTLING WHILE DRIVING.,VEHICLE,FAILURE  CONDITION 1
67,CUSTOMER_VERBATIM,8 INFO: INFORMATION CUSTOMER STATES VEHICLE STEERING WHEEL IS MAKING A CLICKING NOISE AND RATTLING WHILE DRIVING.,STEERING WHEEL,FAILURE  CONDITION 1
67,CUSTOMER_VERBATIM,8 INFO: INFORMATION CUSTOMER STATES VEHICLE STEERING WHEEL IS MAKING A CLICKING NOISE AND RATTLING WHILE DRIVING.,CLICKING NOISE,FAILURE  CONDITION 1
68,CORRECTION_VERBATIM,REMOVED OLD STEERING WHEEL AND INSTALLED NEW ONE. TRIED NEW STEERING WHEEL AND NEW ONE HEATS PROPERLY. ALL OKAY NOW...,INSTALLED,FIXED CONDITION 1
68,CORRECTION_VERBATIM,REMOVED OLD STEERING WHEEL AND INSTALLED NEW ONE. TRIED NEW STEERING WHEEL AND NEW ONE HEATS PROPERLY. ALL OKAY NOW...,STEERING WHEEL,FIXED COMPONENT 1
68,CUSTOMER_VERBATIM,CUSTOMER STATES HEATED STEERING WHEEL ONLY GETS LUKEWARM NOT HOT.,HEATED,FAILURE  CONDITION 1
68,CUSTOMER_VERBATIM,CUSTOMER STATES HEATED STEERING WHEEL ONLY GETS LUKEWARM NOT HOT.,STEERING WHEEL,FAILURE  CONDITION 1
68,CUSTOMER_VERBATIM,CUSTOMER STATES HEATED STEERING WHEEL ONLY GETS LUKEWARM NOT HOT.,LUKEWARM,FAILURE  CONDITION 1
70,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,REPLACED,FIXED CONDITION 1
70,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,STEERING WHEEL,FIXED COMPONENT 1
70,CUSTOMER_VERBATIM,CUSTOMER STATES STEERING WHEEL COVER COMING OFF ON BOTTOM SIDE OF STEERING WHEEL,STEERING WHEEL,FAILURE COMPONENT 1
70,CUSTOMER_VERBATIM,CUSTOMER STATES STEERING WHEEL COVER COMING OFF ON BOTTOM SIDE OF STEERING WHEEL,COMING OFF,FAILURE  CONDITION 1
71,CORRECTION_VERBATIM,CHECKED AND FOUND CODE -B1A4C-92-HEATED STEERING WHEEL - PERFORMANCE. CHECKED AND FOUND POWER GROUND AND SIGNAL GOING TO HEATEDSTEERING WHE EL. REMOVED AND REPLACEDD STEERING WHEEL CLEARED CODES AND RECHECKED.,REMOVED,FIXED CONDITION 1
71,CORRECTION_VERBATIM,CHECKED AND FOUND CODE -B1A4C-92-HEATED STEERING WHEEL - PERFORMANCE. CHECKED AND FOUND POWER GROUND AND SIGNAL GOING TO HEATEDSTEERING WHE EL. REMOVED AND REPLACEDD STEERING WHEEL CLEARED CODES AND RECHECKED.,REPLACED,FIXED CONDITION 1
71,CORRECTION_VERBATIM,CHECKED AND FOUND CODE -B1A4C-92-HEATED STEERING WHEEL - PERFORMANCE. CHECKED AND FOUND POWER GROUND AND SIGNAL GOING TO HEATEDSTEERING WHE EL. REMOVED AND REPLACEDD STEERING WHEEL CLEARED CODES AND RECHECKED.,STEERING WHEEL,FIXED COMPONENT 1
71,CUSTOMER_VERBATIM,CUSTOMER STATES THAT THE HEATED STEERING WHEEL INTERMITTENTLY DOES NOT WORK / STATES THAT THE LIGHT DOES NOT ILLUMINATE AT ALL ANDTHE STEER ING WHEEL DOES NOT HEAT---PLEASE ADVISE (CUSTOMER SHOWED ADVISOR A VID EO OF IT HAPPENING),HEATED,FAILURE  CONDITION 1
71,CUSTOMER_VERBATIM,CUSTOMER STATES THAT THE HEATED STEERING WHEEL INTERMITTENTLY DOES NOT WORK / STATES THAT THE LIGHT DOES NOT ILLUMINATE AT ALL ANDTHE STEER ING WHEEL DOES NOT HEAT---PLEASE ADVISE (CUSTOMER SHOWED ADVISOR A VID EO OF IT HAPPENING),STEERING WHEEL,FAILURE COMPONENT 1
71,CUSTOMER_VERBATIM,CUSTOMER STATES THAT THE HEATED STEERING WHEEL INTERMITTENTLY DOES NOT WORK / STATES THAT THE LIGHT DOES NOT ILLUMINATE AT ALL ANDTHE STEER ING WHEEL DOES NOT HEAT---PLEASE ADVISE (CUSTOMER SHOWED ADVISOR A VID EO OF IT HAPPENING),NOT WORK,FAILURE  CONDITION 1
72,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL AND RETEST SYSTEM OPERATING AS DESIGNED AT THIS TIME PREAUTH 494643400000,REPLACED,FIXED CONDITION 1
72,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL AND RETEST SYSTEM OPERATING AS DESIGNED AT THIS TIME PREAUTH 494643400000,STEERING WHEEL,FIXED COMPONENT 1
72,CUSTOMER_VERBATIM,CUST STATES STEERING WHEEL DOES NOT HEAT UP COMPLETELY ONLY ONE SMALL SPOT SOP IN,STEERING WHEEL,FAILURE COMPONENT 1
73,CUSTOMER_VERBATIM,LEATHER ON STEERING WHEEL LOOSE ON BOTTOM.,LEATHER,FAILURE COMPONENT 1
73,CUSTOMER_VERBATIM,LEATHER ON STEERING WHEEL LOOSE ON BOTTOM.,STEERING WHEEL,FAILURE COMPONENT 2
73,CUSTOMER_VERBATIM,LEATHER ON STEERING WHEEL LOOSE ON BOTTOM.,LOOSE,FAILURE  CONDITION 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",REPLACED,FIXED CONDITION 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",STEERING WHEEL,FIXED COMPONENT 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",REMOVED,FIXED CONDITION 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",REPLACED,FIXED CONDITION 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",STEERING WHEEL,FIXED COMPONENT 1
75,CORRECTION_VERBATIM,"PERFORMED CIRCUIT/ SYSTEM VERIFICATION AND TESTING PER DOC ID-5316968. LEAD TO REPLACED STEERING WHEEL HEATER, SERVICE ASSTEERINGWHEEL ASSEMBLY. REMOVED AND REPLACED STEERING WHEEL ASSEMBLY, CLEARED DTCS AND VERIFIED OPERATION OF THE STEERING WHEELHEATER.0130 .5",STEERING WHEELHEATER.0130,FAILURE COMPONENT 1
75,CUSTOMER_VERBATIM,"CUSTOMER STATES HEATED STEERING WHEEL WONT HEAT UP, LIGHT WONT TURN ON",HEATED,FAILURE  CONDITION 1
75,CUSTOMER_VERBATIM,"CUSTOMER STATES HEATED STEERING WHEEL WONT HEAT UP, LIGHT WONT TURN ON",STEERING WHEEL,FAILURE  CONDITION 1
76,CORRECTION_VERBATIM,REMOVED STEERING WHEEL FOLLOWING SERVICE INFORMATION PROCEDURE AND REPLACEDD STEERING WHEEL WITH NEW ASSEMBLY AND CONFIRMED ALLFUNCTIONS WORK AS DESIGNED LABOR CODE 0130 LABOR TIME .5 NO DIAG TIME,STEERING WHEEL,FIXED COMPONENT 1
76,CORRECTION_VERBATIM,REMOVED STEERING WHEEL FOLLOWING SERVICE INFORMATION PROCEDURE AND REPLACEDD STEERING WHEEL WITH NEW ASSEMBLY AND CONFIRMED ALLFUNCTIONS WORK AS DESIGNED LABOR CODE 0130 LABOR TIME .5 NO DIAG TIME,REPLACED,FIXED CONDITION 1
76,CORRECTION_VERBATIM,REMOVED STEERING WHEEL FOLLOWING SERVICE INFORMATION PROCEDURE AND REPLACEDD STEERING WHEEL WITH NEW ASSEMBLY AND CONFIRMED ALLFUNCTIONS WORK AS DESIGNED LABOR CODE 0130 LABOR TIME .5 NO DIAG TIME,STEERING WHEEL,FIXED COMPONENT 1
77,CORRECTION_VERBATIM,"ACCESSED, REMOVED AND REPLACEDD THE STEERING WHEEL. THE SYSTEM IS NOW OPERATING AS DESIGNED. LABOR OP0130 TIME UNITS (TU) .7.",REMOVED,FIXED CONDITION 1
77,CORRECTION_VERBATIM,"ACCESSED, REMOVED AND REPLACEDD THE STEERING WHEEL. THE SYSTEM IS NOW OPERATING AS DESIGNED. LABOR OP0130 TIME UNITS (TU) .7.",REPLACED,FIXED CONDITION 2
77,CORRECTION_VERBATIM,"ACCESSED, REMOVED AND REPLACEDD THE STEERING WHEEL. THE SYSTEM IS NOW OPERATING AS DESIGNED. LABOR OP0130 TIME UNITS (TU) .7.",STEERING WHEEL,FIXED COMPONENT 1
77,CUSTOMER_VERBATIM,"CUSTOMER STATES RIGHT SIDE OF STEERING IS PEELING, AUTH # 494344600000",PEELING,FAILURE  CONDITION 1
78,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL.,REPLACED,FIXED CONDITION 1
78,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL.,STEERING WHEEL,FIXED COMPONENT 1
78,CUSTOMER_VERBATIM,CUSTOMER STATES STEERING WHEEL BOTTOM IS LOOSE,STEERING WHEEL,FAILURE COMPONENT 1
78,CUSTOMER_VERBATIM,CUSTOMER STATES STEERING WHEEL BOTTOM IS LOOSE,LOOSE,FAILURE  CONDITION 1
81,CORRECTION_VERBATIM,REPLACED STEERING WHEEL.,REPLACED,FIXED CONDITION 1
81,CORRECTION_VERBATIM,REPLACED STEERING WHEEL.,STEERING WHEEL,FIXED COMPONENT 1
81,CUSTOMER_VERBATIM,INSTALL SOP. CUSTOMER STATES THE STITCHING ON THE STEERING WHEEL IS LOOSE. PRA ACCEPTED PRE-AUTHORIZATION NUMBER 493070000000,STEERING WHEEL,FAILURE COMPONENT 1
81,CUSTOMER_VERBATIM,INSTALL SOP. CUSTOMER STATES THE STITCHING ON THE STEERING WHEEL IS LOOSE. PRA ACCEPTED PRE-AUTHORIZATION NUMBER 493070000000,LOOSE,FAILURE  CONDITION 1
82,CORRECTION_VERBATIM,TEST DROVE AND DUPLICATED CUSTOMERS CONCERN. FOUND SUPER CRUISE INOP. FOUND DTC B19F2 00 HEATED STEERING WHEEL MODULE CODE IN IMAGEPROCESSING MODULE. FOUND DOC ID 6270800 FOUND CODE WAS CURRENT AND WOULD NOT CLEAR. FOUND NEW WHEEL WILL BE NEEDED. REACHED OUT TOTAC AND FOUND ISSUE TO BE STEERING WHEEL/MODULE. PART ON ORDER. PRA 495999100000 2/2/2024 REPLACEDD STEERING WHEEL/MODULE ANDCLEARED CODES. PERFORMED TEST DRIVE ON I-95 AND FOUND SUPER CRUISE TO BE FULLY FUNCTIONAL AFTER REPAIRED.,HEATED,FAILURE  CONDITION 1
82,CORRECTION_VERBATIM,TEST DROVE AND DUPLICATED CUSTOMERS CONCERN. FOUND SUPER CRUISE INOP. FOUND DTC B19F2 00 HEATED STEERING WHEEL MODULE CODE IN IMAGEPROCESSING MODULE. FOUND DOC ID 6270800 FOUND CODE WAS CURRENT AND WOULD NOT CLEAR. FOUND NEW WHEEL WILL BE NEEDED. REACHED OUT TOTAC AND FOUND ISSUE TO BE STEERING WHEEL/MODULE. PART ON ORDER. PRA 495999100000 2/2/2024 REPLACEDD STEERING WHEEL/MODULE ANDCLEARED CODES. PERFORMED TEST DRIVE ON I-95 AND FOUND SUPER CRUISE TO BE FULLY FUNCTIONAL AFTER REPAIRED.,STEERING WHEEL,FAILURE COMPONENT 1
82,CORRECTION_VERBATIM,TEST DROVE AND DUPLICATED CUSTOMERS CONCERN. FOUND SUPER CRUISE INOP. FOUND DTC B19F2 00 HEATED STEERING WHEEL MODULE CODE IN IMAGEPROCESSING MODULE. FOUND DOC ID 6270800 FOUND CODE WAS CURRENT AND WOULD NOT CLEAR. FOUND NEW WHEEL WILL BE NEEDED. REACHED OUT TOTAC AND FOUND ISSUE TO BE STEERING WHEEL/MODULE. PART ON ORDER. PRA 495999100000 2/2/2024 REPLACEDD STEERING WHEEL/MODULE ANDCLEARED CODES. PERFORMED TEST DRIVE ON I-95 AND FOUND SUPER CRUISE TO BE FULLY FUNCTIONAL AFTER REPAIRED.,STEERING WHEEL,FIXED COMPONENT 1
82,CORRECTION_VERBATIM,TEST DROVE AND DUPLICATED CUSTOMERS CONCERN. FOUND SUPER CRUISE INOP. FOUND DTC B19F2 00 HEATED STEERING WHEEL MODULE CODE IN IMAGEPROCESSING MODULE. FOUND DOC ID 6270800 FOUND CODE WAS CURRENT AND WOULD NOT CLEAR. FOUND NEW WHEEL WILL BE NEEDED. REACHED OUT TOTAC AND FOUND ISSUE TO BE STEERING WHEEL/MODULE. PART ON ORDER. PRA 495999100000 2/2/2024 REPLACEDD STEERING WHEEL/MODULE ANDCLEARED CODES. PERFORMED TEST DRIVE ON I-95 AND FOUND SUPER CRUISE TO BE FULLY FUNCTIONAL AFTER REPAIRED.,REPAIRED,FIXED CONDITION 3
85,CORRECTION_VERBATIM,0130.5 REPLACED STEERING WHEEL,REPLACED,FIXED CONDITION 1
85,CORRECTION_VERBATIM,0130.5 REPLACED STEERING WHEEL,STEERING WHEEL,FIXED COMPONENT 1
87,CORRECTION_VERBATIM,STEERING WHEEL REPLACEDMENT,STEERING WHEEL,FIXED COMPONENT 1
87,CUSTOMER_VERBATIM,CUSTOMERS STATES THE STITCHING IS COMING UNDO NE ON THE STEERING,COMING UNDO,FAILURE  CONDITION 1
87,CUSTOMER_VERBATIM,CUSTOMERS STATES THE STITCHING IS COMING UNDO NE ON THE STEERING,STEERING,FIXED CONDITION 2
88,CUSTOMER_VERBATIM,CS STEERING WHEEL LEATHER IS COMING UNDONE AT LOWER SECTION,LEATHER,FAILURE COMPONENT 1
89,CORRECTION_VERBATIM,REPLACEDD STEERING COLUMN HARNESS WITH ADDITIONAL AIR BAG,REPLACED,FIXED CONDITION 1
89,CORRECTION_VERBATIM,REPLACEDD STEERING COLUMN HARNESS WITH ADDITIONAL AIR BAG,STEERING COLUMN,FIXED COMPONENT 1
89,CUSTOMER_VERBATIM,GENERAL CONCERN [[COVERED BY W] SERVICE SAFETY RESTRAINTS LIGHT],SAFETY RESTRAINTS,FAILURE COMPONENT 1
90,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,REPLACED,FIXED CONDITION 1
90,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL,STEERING WHEEL,FIXED COMPONENT 1
90,CUSTOMER_VERBATIM,STEERING WHEEL BEZEL BUBBLING SOP IN,WHEEL BEZEL,FAILURE COMPONENT 1
92,CORRECTION_VERBATIM,REMOVED AND REPLACEDD STEERING WHEEL,REMOVED,FIXED CONDITION 1
92,CORRECTION_VERBATIM,REMOVED AND REPLACEDD STEERING WHEEL,REPLACED,FIXED CONDITION 1
92,CORRECTION_VERBATIM,REMOVED AND REPLACEDD STEERING WHEEL,STEERING WHEEL,FIXED COMPONENT 1
92,CUSTOMER_VERBATIM,CUSTOMER STATES NEW HEATED STEERING WHEEL INSTALLED AS RETROFIT ON R.O. 22330 IN COMING APART TOWARDS BOTTOM OF STEERING WHEEL,STEERING WHEEL,FAILURE COMPONENT 1
92,CUSTOMER_VERBATIM,CUSTOMER STATES NEW HEATED STEERING WHEEL INSTALLED AS RETROFIT ON R.O. 22330 IN COMING APART TOWARDS BOTTOM OF STEERING WHEEL,RETROFIT ON,FIXED CONDITION 4
92,CUSTOMER_VERBATIM,CUSTOMER STATES NEW HEATED STEERING WHEEL INSTALLED AS RETROFIT ON R.O. 22330 IN COMING APART TOWARDS BOTTOM OF STEERING WHEEL,R.O.,FIXED CONDITION 1
92,CUSTOMER_VERBATIM,CUSTOMER STATES NEW HEATED STEERING WHEEL INSTALLED AS RETROFIT ON R.O. 22330 IN COMING APART TOWARDS BOTTOM OF STEERING WHEEL,COMING APART,FAILURE  CONDITION 1
94,CORRECTION_VERBATIM,REPLACEDD APPLIQUE,REPLACED,FIXED CONDITION 2
94,CUSTOMER_VERBATIM,CUSTOMER STATES THE FINISH ON THE STEERING WHEEL IS COMING OFF AND IT GETS REALLY STICKY WHEN IT GETS HOT OUT,STEERING WHEEL,FAILURE COMPONENT 1
94,CUSTOMER_VERBATIM,CUSTOMER STATES THE FINISH ON THE STEERING WHEEL IS COMING OFF AND IT GETS REALLY STICKY WHEN IT GETS HOT OUT,COMING OFF,FAILURE  CONDITION 1
95,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL COMPLETEDLOP 0130 TIME .4,REPLACED,FIXED CONDITION 1
95,CORRECTION_VERBATIM,REPLACEDD STEERING WHEEL COMPLETEDLOP 0130 TIME .4,STEERING WHEEL,FIXED COMPONENT 1
95,CUSTOMER_VERBATIM,CUSTOMER STATES THAT THE STEERING IS VERY TIGHT AND YOU CAN HEAR IT RUBBING IN THE STEERING COLUMN WHEN YOU TURN PRA 497110800000,VERY,FAILURE  CONDITION 1
95,CUSTOMER_VERBATIM,CUSTOMER STATES THAT THE STEERING IS VERY TIGHT AND YOU CAN HEAR IT RUBBING IN THE STEERING COLUMN WHEN YOU TURN PRA 497110800000,STEERING,FIXED COMPONENT 1
99,CORRECTION_VERBATIM,REPLACED STEERING WHEEL FOR BAD STITCHING. -RETURNED OLD WHEEL TO PARTS DEPARTMENT FOR WARRANTY.,STEERING WHEEL,FIXED COMPONENT 1
99,CUSTOMER_VERBATIM,11BUZ MINOR ELECTRICAL CUST STATES STITCHING COMING APART FROM STEERING WHEEL REPLACED STEERING WHEEL (SOP HERE) 7440130 .4 PRE AUTH# 493358100000,STITCHING,FAILURE  CONDITION 1
99,CUSTOMER_VERBATIM,11BUZ MINOR ELECTRICAL CUST STATES STITCHING COMING APART FROM STEERING WHEEL REPLACED STEERING WHEEL (SOP HERE) 7440130 .4 PRE AUTH# 493358100000,COMING APART,FAILURE  CONDITION 1
99,CUSTOMER_VERBATIM,11BUZ MINOR ELECTRICAL CUST STATES STITCHING COMING APART FROM STEERING WHEEL REPLACED STEERING WHEEL (SOP HERE) 7440130 .4 PRE AUTH# 493358100000,REPLACED,FIXED CONDITION 1
99,CUSTOMER_VERBATIM,11BUZ MINOR ELECTRICAL CUST STATES STITCHING COMING APART FROM STEERING WHEEL REPLACED STEERING WHEEL (SOP HERE) 7440130 .4 PRE AUTH# 493358100000,STEERING WHEEL,FIXED COMPONENT 1
